,bin_energy,event_count
0,75.77558,0
1,76.14892,0
2,76.52225,1
3,76.895584,1
4,77.26891,0
5,77.64225,0
6,78.01558,0
7,78.388916,2
8,78.762245,1
9,79.13558,0
10,79.50891,0
11,79.88225,0
12,80.255585,0
13,80.628914,0
14,81.00225,0
15,81.37558,2
16,81.74892,0
17,82.122246,0
18,82.49558,0
19,82.86891,1
20,83.24225,0
21,83.61558,1
22,83.988914,0
23,84.36225,3
24,84.73558,0
25,85.10892,1
26,85.48225,3
27,85.85558,0
28,86.22891,2
29,86.60225,1
30,86.97558,0
31,87.348915,1
32,87.722244,0
33,88.09558,1
34,88.46892,1
35,88.84225,0
36,89.21558,0
37,89.58891,1
38,89.96225,2
39,90.33558,1
40,90.708916,1
41,91.082245,4
42,91.45558,4
43,91.82892,7
44,92.20225,12
45,92.575584,8
46,92.94891,10
47,93.32225,7
48,93.69558,15
49,94.06892,17
50,94.442245,27
51,94.81558,29
52,95.18891,45
53,95.56225,53
54,95.935585,76
55,96.308914,99
56,96.68225,150
57,97.05558,155
58,97.42892,213
59,97.802246,265
60,98.17558,341
61,98.54891,361
62,98.92225,441
63,99.29558,536
64,99.668915,662
65,100.04225,719
66,100.41558,827
67,100.78892,921
68,101.16225,1049
69,101.53558,1169
70,101.90891,1252
71,102.28225,1378
72,102.65558,1470
73,103.028915,1564
74,103.402245,1752
75,103.77558,1850
76,104.14892,1743
77,104.52225,1795
78,104.895584,1674
79,105.26891,1683
80,105.64225,1598
81,106.01558,1473
82,106.388916,1288
83,106.762245,1137
84,107.13558,1002
85,107.50891,822
86,107.88225,643
87,108.255585,572
88,108.628914,431
89,109.00225,348
90,109.37558,216
91,109.74892,193
92,110.122246,135
93,110.49558,94
94,110.86891,67
95,111.24225,28
96,111.61558,28
97,111.988914,20
98,112.36225,12
99,112.73558,10
100,113.10892,6
101,113.48225,6
102,113.85558,3
103,114.22891,3
104,114.60225,0
105,114.97558,0
106,115.348915,1
107,115.722244,0
108,116.09558,0
109,116.46892,0
110,116.84225,0
111,117.21558,0
112,117.58891,0
113,117.96225,0
114,118.33558,0
115,118.708916,0
116,119.082245,1
117,119.45558,0
118,119.82892,0
119,120.20225,0
120,120.575584,0
121,120.94891,0
122,121.32225,0
123,121.69558,0
124,122.06892,0
125,122.442245,0
126,122.81558,0
127,123.18891,0
128,123.56225,0
129,123.935585,0
130,124.308914,0
131,124.68225,0
132,125.05558,0
133,125.42892,0
134,125.802246,0
135,126.17558,0
136,126.54891,0
137,126.92225,0
138,127.29558,0
139,127.668915,0
140,128.04225,0
141,128.41559,0
142,128.78891,0
143,129.16225,0
144,129.53558,0
145,129.90892,0
146,130.28224,0
147,130.65558,0
148,131.02892,0
149,131.40225,0
