,Energy^-1/2,StdDev/Energy
0,0.18257418583505536,0.04218827300000933
1,0.1414213562373095,0.035337417372462925
2,0.11180339887498948,0.027555963932981598
3,0.1,0.025113326898191932
4,0.08164965809277261,0.020079955816800242
5,0.07071067811865475,0.01780400085111355
6,0.06324555320336758,0.015088816887502902
7,0.05773502691896257,0.01410088223684933
