,bin_energy,event_count
0,47.402397,0
1,47.73573,0
2,48.069065,0
3,48.402397,0
4,48.73573,0
5,49.069065,0
6,49.402397,0
7,49.73573,0
8,50.069065,0
9,50.402397,0
10,50.73573,0
11,51.069065,0
12,51.402397,0
13,51.73573,0
14,52.069065,0
15,52.402397,0
16,52.73573,0
17,53.069065,0
18,53.402397,0
19,53.73573,0
20,54.069065,0
21,54.402397,0
22,54.73573,0
23,55.069065,0
24,55.402397,0
25,55.73573,0
26,56.069065,0
27,56.402397,0
28,56.73573,0
29,57.069065,0
30,57.402397,0
31,57.73573,0
32,58.069065,0
33,58.402397,0
34,58.73573,0
35,59.069065,0
36,59.402397,0
37,59.73573,0
38,60.069065,0
39,60.402397,0
40,60.73573,0
41,61.069065,0
42,61.402397,0
43,61.73573,0
44,62.069065,0
45,62.402397,0
46,62.73573,0
47,63.069065,0
48,63.402397,0
49,63.73573,0
50,64.06906,0
51,64.4024,0
52,64.73573,1
53,65.06906,0
54,65.4024,0
55,65.73573,0
56,66.06906,0
57,66.4024,0
58,66.73573,0
59,67.06906,1
60,67.4024,0
61,67.73573,1
62,68.06906,0
63,68.4024,0
64,68.73573,1
65,69.06906,0
66,69.4024,0
67,69.73573,1
68,70.06906,0
69,70.4024,0
70,70.73573,0
71,71.06906,0
72,71.4024,0
73,71.73573,1
74,72.06906,0
75,72.4024,0
76,72.73573,0
77,73.06906,0
78,73.4024,1
79,73.73573,0
80,74.06906,0
81,74.4024,0
82,74.73573,0
83,75.06906,0
84,75.4024,0
85,75.73573,0
86,76.06906,0
87,76.4024,0
88,76.73573,0
89,77.06906,0
90,77.4024,0
91,77.73573,1
92,78.06906,0
93,78.4024,2
94,78.73573,0
95,79.06906,1
96,79.4024,0
97,79.73573,0
98,80.06906,0
99,80.4024,2
100,80.73573,1
101,81.06906,0
102,81.4024,0
103,81.73573,0
104,82.06906,1
105,82.4024,2
106,82.73573,2
107,83.06906,0
108,83.4024,0
109,83.73573,1
110,84.06906,2
111,84.4024,1
112,84.73573,1
113,85.06906,1
114,85.4024,1
115,85.73573,1
116,86.06906,0
117,86.4024,1
118,86.73573,2
119,87.06906,0
120,87.4024,4
121,87.73573,0
122,88.06906,0
123,88.4024,1
124,88.73573,2
125,89.06906,6
126,89.4024,4
127,89.73573,2
128,90.06906,4
129,90.4024,8
130,90.73573,4
131,91.06906,12
132,91.4024,17
133,91.73573,14
134,92.06906,24
135,92.4024,23
136,92.73573,34
137,93.06906,36
138,93.4024,44
139,93.73573,54
140,94.06906,67
141,94.4024,95
142,94.73573,85
143,95.06906,91
144,95.4024,116
145,95.73573,135
146,96.06906,146
147,96.4024,161
148,96.73573,161
149,97.06906,160
150,97.4024,172
151,97.73573,180
152,98.06906,169
153,98.4024,155
154,98.73573,128
155,99.06906,129
156,99.4024,118
157,99.73573,100
158,100.06906,79
159,100.4024,82
160,100.73573,90
161,101.06906,61
162,101.4024,53
163,101.73573,35
164,102.06906,27
165,102.4024,28
166,102.73573,19
167,103.06906,7
168,103.4024,7
169,103.73573,8
170,104.06906,10
171,104.4024,6
172,104.73573,3
173,105.06906,2
174,105.4024,1
175,105.73573,0
176,106.06906,0
177,106.4024,1
178,106.73573,1
179,107.06906,0
180,107.4024,1
181,107.73573,1
182,108.06906,0
183,108.4024,0
184,108.73573,0
185,109.06906,0
186,109.4024,0
187,109.73573,0
188,110.06906,0
189,110.4024,0
190,110.73573,0
191,111.06906,0
192,111.4024,0
193,111.73573,0
194,112.06906,0
195,112.4024,0
196,112.73573,0
197,113.06906,0
198,113.4024,0
199,113.73573,0
200,114.06906,1
201,114.4024,0
202,114.73573,0
203,115.06906,0
204,115.4024,0
205,115.73573,0
206,116.06906,0
207,116.4024,0
208,116.73573,0
209,117.06906,0
210,117.4024,0
211,117.73573,0
212,118.06906,0
213,118.4024,0
214,118.73573,1
215,119.06906,0
216,119.4024,0
217,119.73573,0
218,120.06906,0
219,120.4024,0
220,120.73573,0
221,121.06906,0
222,121.4024,0
223,121.73573,0
224,122.06906,0
225,122.4024,0
226,122.73573,0
227,123.06906,0
228,123.4024,0
229,123.73573,0
230,124.06906,0
231,124.4024,0
232,124.73573,0
233,125.06906,1
234,125.4024,0
235,125.73573,0
236,126.06906,0
237,126.4024,0
238,126.73573,0
239,127.06906,0
240,127.4024,0
241,127.73573,0
242,128.06906,0
243,128.4024,0
244,128.73573,0
245,129.06906,0
246,129.4024,0
247,129.73573,0
248,130.06906,0
249,130.4024,0
250,130.73573,0
251,131.06906,0
252,131.4024,0
253,131.73573,0
254,132.06906,0
255,132.4024,0
256,132.73573,0
257,133.06906,0
258,133.4024,0
259,133.73573,0
260,134.06906,0
261,134.4024,0
262,134.73573,0
263,135.06906,0
264,135.4024,0
265,135.73573,0
266,136.06906,0
267,136.4024,0
268,136.73573,0
269,137.06906,0
270,137.4024,0
271,137.73573,0
272,138.06906,0
273,138.4024,0
274,138.73573,0
275,139.06906,0
276,139.4024,0
277,139.73573,0
278,140.06906,0
279,140.4024,0
280,140.73573,0
281,141.06906,0
282,141.4024,0
283,141.73573,0
284,142.06906,0
285,142.4024,0
286,142.73573,0
287,143.06906,0
288,143.4024,0
289,143.73573,0
290,144.06906,0
291,144.4024,0
292,144.73573,0
293,145.06906,0
294,145.4024,0
295,145.73573,0
296,146.06906,0
297,146.4024,0
298,146.73573,0
299,147.06906,0
