,bin_energy,event_count
0,188.64948,0
1,188.9828,0
2,189.31615,0
3,189.64948,0
4,189.9828,1
5,190.31615,0
6,190.64948,0
7,190.9828,0
8,191.31615,0
9,191.64948,0
10,191.9828,0
11,192.31615,0
12,192.64948,0
13,192.9828,0
14,193.31615,0
15,193.64948,0
16,193.9828,0
17,194.31615,0
18,194.64948,0
19,194.9828,0
20,195.31615,0
21,195.64948,0
22,195.9828,0
23,196.31615,0
24,196.64948,0
25,196.9828,0
26,197.31615,0
27,197.64948,0
28,197.9828,0
29,198.31615,0
30,198.64948,0
31,198.9828,0
32,199.31615,1
33,199.64948,0
34,199.9828,0
35,200.31615,1
36,200.64948,0
37,200.9828,0
38,201.31615,0
39,201.64948,0
40,201.9828,0
41,202.31615,1
42,202.64948,0
43,202.9828,1
44,203.31615,0
45,203.64948,0
46,203.9828,0
47,204.31615,0
48,204.64948,0
49,204.9828,0
50,205.31615,0
51,205.64948,0
52,205.9828,0
53,206.31615,1
54,206.64948,0
55,206.9828,0
56,207.31615,1
57,207.64948,0
58,207.9828,0
59,208.31615,0
60,208.64948,0
61,208.9828,0
62,209.31615,0
63,209.64948,0
64,209.9828,0
65,210.31615,0
66,210.64948,0
67,210.9828,1
68,211.31615,0
69,211.64948,0
70,211.9828,0
71,212.31615,0
72,212.64948,1
73,212.9828,0
74,213.31615,0
75,213.64948,1
76,213.9828,0
77,214.31615,0
78,214.64948,0
79,214.9828,0
80,215.31615,0
81,215.64948,1
82,215.9828,1
83,216.31615,0
84,216.64948,0
85,216.9828,1
86,217.31615,0
87,217.64948,0
88,217.9828,0
89,218.31615,0
90,218.64948,0
91,218.9828,1
92,219.31615,0
93,219.64948,0
94,219.9828,2
95,220.31615,1
96,220.64948,0
97,220.9828,1
98,221.31615,1
99,221.64948,0
100,221.9828,1
101,222.31615,0
102,222.64948,2
103,222.9828,0
104,223.31615,1
105,223.64948,3
106,223.9828,1
107,224.31615,1
108,224.64948,2
109,224.9828,1
110,225.31615,0
111,225.64948,1
112,225.9828,1
113,226.31615,5
114,226.64948,1
115,226.9828,0
116,227.31615,0
117,227.64948,2
118,227.9828,3
119,228.31615,3
120,228.64948,5
121,228.9828,5
122,229.31615,4
123,229.64948,5
124,229.9828,6
125,230.31615,7
126,230.64948,12
127,230.9828,8
128,231.31615,8
129,231.64948,17
130,231.9828,15
131,232.31615,14
132,232.64948,11
133,232.9828,21
134,233.31615,21
135,233.64948,33
136,233.9828,35
137,234.31615,33
138,234.64948,39
139,234.9828,54
140,235.31615,44
141,235.64948,52
142,235.9828,45
143,236.31615,56
144,236.64948,69
145,236.9828,67
146,237.31615,70
147,237.64948,78
148,237.9828,85
149,238.31615,76
150,238.64948,79
151,238.9828,69
152,239.31615,78
153,239.64948,82
154,239.9828,67
155,240.31615,78
156,240.64948,79
157,240.9828,69
158,241.31615,64
159,241.64948,80
160,241.9828,64
161,242.31615,55
162,242.64948,54
163,242.9828,57
164,243.31615,28
165,243.64948,31
166,243.9828,27
167,244.31615,32
168,244.64948,31
169,244.9828,14
170,245.31615,19
171,245.64948,21
172,245.9828,19
173,246.31615,11
174,246.64948,12
175,246.9828,10
176,247.31615,10
177,247.64948,6
178,247.9828,7
179,248.31615,3
180,248.64948,5
181,248.9828,7
182,249.31615,3
183,249.64948,0
184,249.9828,3
185,250.31615,2
186,250.64948,3
187,250.9828,3
188,251.31615,0
189,251.64948,0
190,251.9828,1
191,252.31615,0
192,252.64948,0
193,252.9828,2
194,253.31615,0
195,253.64948,0
196,253.9828,0
197,254.31615,0
198,254.64948,0
199,254.9828,0
200,255.31615,0
201,255.64948,0
202,255.9828,0
203,256.31613,0
204,256.64948,0
205,256.98282,0
206,257.31613,0
207,257.64948,0
208,257.98282,0
209,258.31613,0
210,258.64948,0
211,258.98282,0
212,259.31613,0
213,259.64948,0
214,259.98282,0
215,260.31613,0
216,260.64948,0
217,260.98282,0
218,261.31613,0
219,261.64948,0
220,261.98282,0
221,262.31613,0
222,262.64948,0
223,262.98282,0
224,263.31613,0
225,263.64948,0
226,263.98282,0
227,264.31613,0
228,264.64948,0
229,264.98282,0
230,265.31613,0
231,265.64948,0
232,265.98282,0
233,266.31613,0
234,266.64948,0
235,266.98282,0
236,267.31613,0
237,267.64948,0
238,267.98282,0
239,268.31613,0
240,268.64948,0
241,268.98282,0
242,269.31613,0
243,269.64948,0
244,269.98282,0
245,270.31613,0
246,270.64948,0
247,270.98282,0
248,271.31613,0
249,271.64948,0
250,271.98282,0
251,272.31613,0
252,272.64948,0
253,272.98282,0
254,273.31613,0
255,273.64948,0
256,273.98282,0
257,274.31613,0
258,274.64948,0
259,274.98282,0
260,275.31613,0
261,275.64948,0
262,275.98282,0
263,276.31613,0
264,276.64948,0
265,276.98282,0
266,277.31613,0
267,277.64948,0
268,277.98282,0
269,278.31613,0
270,278.64948,0
271,278.98282,0
272,279.31613,0
273,279.64948,0
274,279.98282,0
275,280.31613,0
276,280.64948,0
277,280.98282,0
278,281.31613,0
279,281.64948,0
280,281.98282,0
281,282.31613,0
282,282.64948,0
283,282.98282,0
284,283.31613,0
285,283.64948,0
286,283.98282,0
287,284.31613,0
288,284.64948,0
289,284.98282,0
290,285.31613,0
291,285.64948,0
292,285.98282,0
293,286.31613,0
294,286.64948,0
295,286.98282,0
296,287.31613,0
297,287.64948,0
298,287.98282,0
299,288.31613,0
