,energy_GeV,event_count
0,219.97394,0
1,220.53394,0
2,221.09393,0
3,221.65393,0
4,222.21394,0
5,222.77394,1
6,223.33394,0
7,223.89394,0
8,224.45393,0
9,225.01393,0
10,225.57394,1
11,226.13394,0
12,226.69394,0
13,227.25394,1
14,227.81393,0
15,228.37393,0
16,228.93394,0
17,229.49394,1
18,230.05394,0
19,230.61394,0
20,231.17393,0
21,231.73393,1
22,232.29395,0
23,232.85394,1
24,233.41394,0
25,233.97394,0
26,234.53394,0
27,235.09393,0
28,235.65393,0
29,236.21394,1
30,236.77394,0
31,237.33394,0
32,237.89394,0
33,238.45393,0
34,239.01393,0
35,239.57394,0
36,240.13394,0
37,240.69394,1
38,241.25394,0
39,241.81393,0
40,242.37393,0
41,242.93394,0
42,243.49394,1
43,244.05394,0
44,244.61394,0
45,245.17393,0
46,245.73393,0
47,246.29395,1
48,246.85394,1
49,247.41394,0
50,247.97394,1
51,248.53394,0
52,249.09393,0
53,249.65393,0
54,250.21394,2
55,250.77394,0
56,251.33394,1
57,251.89394,0
58,252.45393,0
59,253.01393,0
60,253.57394,1
61,254.13394,1
62,254.69394,0
63,255.25394,1
64,255.81393,2
65,256.37393,1
66,256.93393,3
67,257.49393,1
68,258.05392,0
69,258.61395,2
70,259.17395,0
71,259.73395,3
72,260.29395,2
73,260.85394,1
74,261.41394,3
75,261.97394,3
76,262.53394,3
77,263.09393,5
78,263.65393,5
79,264.21393,4
80,264.77393,8
81,265.33392,5
82,265.89395,11
83,266.45395,21
84,267.01395,27
85,267.57394,19
86,268.13394,36
87,268.69394,42
88,269.25394,53
89,269.81393,56
90,270.37393,81
91,270.93393,113
92,271.49393,90
93,272.05392,122
94,272.61395,133
95,273.17395,152
96,273.73395,137
97,274.29395,193
98,274.85394,204
99,275.41394,202
100,275.97394,235
101,276.53394,233
102,277.09393,219
103,277.65393,203
104,278.21393,212
105,278.77393,191
106,279.33392,162
107,279.89395,175
108,280.45395,143
109,281.01395,130
110,281.57394,124
111,282.13394,93
112,282.69394,67
113,283.25394,59
114,283.81393,36
115,284.37393,32
116,284.93393,25
117,285.49393,26
118,286.05392,20
119,286.61395,14
120,287.17395,15
121,287.73395,3
122,288.29395,3
123,288.85394,5
124,289.41394,2
125,289.97394,2
126,290.53394,0
127,291.09393,0
128,291.65393,0
129,292.21393,0
130,292.77393,0
131,293.33392,0
132,293.89395,0
133,294.45395,0
134,295.01395,0
135,295.57394,0
136,296.13394,0
137,296.69394,0
138,297.25394,0
139,297.81393,0
140,298.37393,0
141,298.93393,0
142,299.49393,0
143,300.05392,0
144,300.61395,0
145,301.17395,0
146,301.73395,0
147,302.29395,0
148,302.85394,0
149,303.41394,0
150,303.97394,0
151,304.53394,0
152,305.09393,0
153,305.65393,0
154,306.21393,0
155,306.77393,0
156,307.33392,0
157,307.89395,0
158,308.45395,0
159,309.01395,0
160,309.57394,0
161,310.13394,0
162,310.69394,0
163,311.25394,0
164,311.81393,0
165,312.37393,0
166,312.93393,0
167,313.49393,0
168,314.05392,0
169,314.61395,0
170,315.17395,0
171,315.73395,0
172,316.29395,0
173,316.85394,0
174,317.41394,0
175,317.97394,0
176,318.53394,0
177,319.09393,0
178,319.65393,0
179,320.21393,0
180,320.77393,0
181,321.33392,0
182,321.89395,0
183,322.45395,0
184,323.01395,0
185,323.57394,0
186,324.13394,0
187,324.69394,0
188,325.25394,0
189,325.81393,0
190,326.37393,0
191,326.93393,0
192,327.49393,0
193,328.05392,0
194,328.61395,0
195,329.17395,0
196,329.73395,0
197,330.29395,0
198,330.85394,0
199,331.41394,0
