,energy_GeV,event_count
0,20.18165,0
1,20.25165,0
2,20.32165,0
3,20.39165,0
4,20.46165,1
5,20.53165,1
6,20.60165,0
7,20.67165,0
8,20.74165,0
9,20.81165,0
10,20.88165,0
11,20.95165,0
12,21.02165,0
13,21.09165,0
14,21.16165,0
15,21.23165,0
16,21.301651,0
17,21.37165,0
18,21.44165,1
19,21.51165,0
20,21.58165,0
21,21.65165,0
22,21.721651,0
23,21.79165,2
24,21.86165,0
25,21.93165,1
26,22.00165,0
27,22.07165,1
28,22.14165,0
29,22.21165,0
30,22.28165,0
31,22.35165,0
32,22.42165,0
33,22.49165,1
34,22.56165,0
35,22.63165,0
36,22.70165,0
37,22.77165,0
38,22.84165,0
39,22.91165,1
40,22.98165,0
41,23.051651,0
42,23.12165,0
43,23.19165,0
44,23.26165,0
45,23.33165,1
46,23.40165,0
47,23.471651,0
48,23.54165,0
49,23.61165,3
50,23.68165,0
51,23.75165,0
52,23.82165,1
53,23.89165,0
54,23.96165,1
55,24.03165,2
56,24.10165,3
57,24.17165,0
58,24.24165,1
59,24.31165,1
60,24.38165,0
61,24.45165,1
62,24.52165,4
63,24.59165,1
64,24.66165,2
65,24.73165,2
66,24.801651,4
67,24.87165,3
68,24.94165,5
69,25.01165,8
70,25.08165,4
71,25.15165,2
72,25.221651,2
73,25.29165,3
74,25.36165,7
75,25.43165,6
76,25.50165,11
77,25.57165,10
78,25.64165,8
79,25.71165,5
80,25.78165,12
81,25.85165,6
82,25.92165,11
83,25.99165,13
84,26.06165,10
85,26.13165,12
86,26.20165,13
87,26.27165,12
88,26.34165,19
89,26.41165,14
90,26.48165,4
91,26.551651,14
92,26.62165,16
93,26.69165,12
94,26.76165,23
95,26.83165,7
96,26.90165,18
97,26.971651,12
98,27.04165,10
99,27.11165,22
100,27.18165,17
101,27.25165,19
102,27.32165,22
103,27.39165,21
104,27.46165,28
105,27.53165,16
106,27.60165,24
107,27.67165,20
108,27.74165,13
109,27.81165,21
110,27.88165,8
111,27.95165,21
112,28.02165,18
113,28.09165,17
114,28.16165,19
115,28.23165,12
116,28.301651,13
117,28.37165,19
118,28.44165,12
119,28.51165,11
120,28.58165,11
121,28.65165,10
122,28.721651,11
123,28.79165,10
124,28.86165,9
125,28.93165,12
126,29.00165,9
127,29.07165,12
128,29.14165,8
129,29.21165,5
130,29.28165,7
131,29.35165,3
132,29.42165,6
133,29.49165,1
134,29.56165,6
135,29.63165,1
136,29.70165,2
137,29.77165,2
138,29.84165,5
139,29.91165,5
140,29.98165,1
141,30.051651,0
142,30.12165,4
143,30.19165,1
144,30.26165,0
145,30.33165,3
146,30.40165,0
147,30.471651,0
148,30.54165,1
149,30.61165,2
150,30.68165,0
151,30.75165,0
152,30.82165,0
153,30.89165,0
154,30.96165,0
155,31.03165,0
156,31.10165,0
157,31.17165,0
158,31.24165,0
159,31.31165,0
160,31.38165,0
161,31.45165,0
162,31.52165,0
163,31.59165,0
164,31.66165,0
165,31.73165,0
166,31.801651,0
167,31.87165,0
168,31.94165,0
169,32.01165,0
170,32.08165,0
171,32.15165,0
172,32.22165,0
173,32.29165,0
174,32.36165,0
175,32.43165,0
176,32.50165,0
177,32.57165,0
178,32.64165,0
179,32.71165,0
180,32.78165,0
181,32.85165,0
182,32.92165,0
183,32.99165,0
184,33.06165,0
185,33.13165,0
186,33.20165,0
187,33.27165,0
188,33.341652,0
189,33.41165,0
190,33.48165,0
191,33.55165,0
192,33.62165,0
193,33.69165,0
194,33.76165,0
195,33.83165,0
196,33.90165,0
197,33.97165,0
198,34.04165,0
199,34.11165,0
