,Energy^-1/2,SigmaE/<E>
0,0.18257418583505536,0.043247554729606334
1,0.1414213562373095,0.033749087440235914
2,0.11180339887498948,0.027809751110570574
3,0.1,0.024808280911862525
4,0.08164965809277261,0.019565652049243362
5,0.07071067811865475,0.017208303016714933
6,0.06324555320336758,0.015308730285221424
7,0.05773502691896257,0.014020866503465653
