,energy_GeV,event_count
0,116.808105,0
1,117.158104,1
2,117.5081,1
3,117.85811,0
4,118.20811,1
5,118.558105,0
6,118.908104,0
7,119.2581,1
8,119.60811,1
9,119.95811,1
10,120.308105,0
11,120.658104,0
12,121.0081,0
13,121.35811,0
14,121.70811,0
15,122.058105,0
16,122.408104,0
17,122.7581,1
18,123.10811,4
19,123.45811,0
20,123.808105,1
21,124.158104,0
22,124.5081,0
23,124.85811,0
24,125.20811,0
25,125.558105,1
26,125.908104,2
27,126.2581,0
28,126.60811,1
29,126.95811,1
30,127.308105,1
31,127.658104,0
32,128.0081,2
33,128.35811,2
34,128.7081,1
35,129.0581,0
36,129.40811,0
37,129.7581,1
38,130.10811,0
39,130.4581,1
40,130.8081,0
41,131.15811,0
42,131.5081,0
43,131.85811,1
44,132.2081,1
45,132.5581,0
46,132.90811,0
47,133.2581,1
48,133.60811,1
49,133.9581,0
50,134.3081,0
51,134.65811,1
52,135.0081,1
53,135.35811,1
54,135.7081,0
55,136.0581,2
56,136.40811,2
57,136.7581,2
58,137.10811,2
59,137.4581,2
60,137.8081,1
61,138.15811,3
62,138.5081,6
63,138.85811,2
64,139.2081,1
65,139.5581,7
66,139.90811,4
67,140.2581,5
68,140.60811,10
69,140.9581,4
70,141.3081,11
71,141.65811,10
72,142.0081,15
73,142.35811,17
74,142.7081,16
75,143.0581,22
76,143.40811,20
77,143.7581,35
78,144.10811,38
79,144.4581,53
80,144.8081,62
81,145.15811,80
82,145.5081,102
83,145.85811,99
84,146.2081,129
85,146.5581,156
86,146.90811,192
87,147.2581,250
88,147.60811,285
89,147.9581,344
90,148.3081,407
91,148.65811,505
92,149.0081,617
93,149.35811,684
94,149.7081,748
95,150.0581,855
96,150.40811,958
97,150.7581,1060
98,151.10811,1174
99,151.4581,1199
100,151.8081,1207
101,152.15811,1366
102,152.5081,1318
103,152.85811,1443
104,153.2081,1291
105,153.5581,1367
106,153.90811,1248
107,154.2581,1340
108,154.60811,1232
109,154.9581,1127
110,155.3081,1102
111,155.65811,994
112,156.0081,848
113,156.35811,775
114,156.7081,653
115,157.0581,639
116,157.40811,499
117,157.7581,472
118,158.10811,373
119,158.4581,296
120,158.8081,233
121,159.15811,192
122,159.5081,171
123,159.85811,108
124,160.2081,109
125,160.5581,86
126,160.90811,55
127,161.2581,29
128,161.60811,37
129,161.9581,26
130,162.3081,20
131,162.65811,11
132,163.0081,9
133,163.35811,5
134,163.7081,3
135,164.0581,2
136,164.40811,1
137,164.7581,2
138,165.10811,1
139,165.4581,0
140,165.8081,0
141,166.15811,0
142,166.5081,0
143,166.85811,1
144,167.2081,0
145,167.5581,0
146,167.90811,0
147,168.2581,0
148,168.60811,0
149,168.9581,0
150,169.3081,0
151,169.65811,0
152,170.0081,0
153,170.35811,0
154,170.7081,0
155,171.0581,0
156,171.40811,0
157,171.7581,0
158,172.10811,0
159,172.4581,0
160,172.8081,0
161,173.15811,0
162,173.5081,0
163,173.85811,0
164,174.2081,0
165,174.5581,0
166,174.90811,0
167,175.2581,0
168,175.60811,0
169,175.9581,0
170,176.3081,0
171,176.65811,0
172,177.0081,0
173,177.35811,0
174,177.7081,0
175,178.0581,0
176,178.40811,0
177,178.7581,0
178,179.10811,0
179,179.4581,0
180,179.8081,0
181,180.15811,0
182,180.5081,0
183,180.85811,0
184,181.2081,0
185,181.5581,0
186,181.90811,0
187,182.2581,0
188,182.60811,0
189,182.9581,0
190,183.3081,0
191,183.65811,0
192,184.0081,0
193,184.35811,0
194,184.7081,0
195,185.0581,0
196,185.40811,0
197,185.7581,0
198,186.10811,0
199,186.4581,0
