,Energy^-1/2,SigmaE/<E>
0,0.18257418583505536,0.043993322668391864
1,0.1414213562373095,0.034184945955958966
2,0.11180339887498948,0.027630057015604715
3,0.1,0.029400654043999518
4,0.08164965809277261,0.02080212965458754
5,0.07071067811865475,0.017706062633423936
6,0.06324555320336758,0.01592907687692033
7,0.05773502691896257,0.015806607643515592
